target_id,quarter,file_path,label
11657891,13,pre-processing\data\refined\positive\P_Kepler-1028\P_Kepler-1028_Kepler_Quarter_13.npz,1
11657891,14,pre-processing\data\refined\positive\P_Kepler-1028\P_Kepler-1028_Kepler_Quarter_14.npz,1
11657891,15,pre-processing\data\refined\positive\P_Kepler-1028\P_Kepler-1028_Kepler_Quarter_15.npz,1
11657891,16,pre-processing\data\refined\positive\P_Kepler-1028\P_Kepler-1028_Kepler_Quarter_16.npz,1
11657891,17,pre-processing\data\refined\positive\P_Kepler-1028\P_Kepler-1028_Kepler_Quarter_17.npz,1
6205897,1,pre-processing\data\refined\positive\P_Kepler-1029\P_Kepler-1029_Kepler_Quarter_01.npz,1
6205897,2,pre-processing\data\refined\positive\P_Kepler-1029\P_Kepler-1029_Kepler_Quarter_02.npz,1
6205897,3,pre-processing\data\refined\positive\P_Kepler-1029\P_Kepler-1029_Kepler_Quarter_03.npz,1
6205897,4,pre-processing\data\refined\positive\P_Kepler-1029\P_Kepler-1029_Kepler_Quarter_04.npz,1
6205897,5,pre-processing\data\refined\positive\P_Kepler-1029\P_Kepler-1029_Kepler_Quarter_05.npz,1
6205897,6,pre-processing\data\refined\positive\P_Kepler-1029\P_Kepler-1029_Kepler_Quarter_06.npz,1
6205897,7,pre-processing\data\refined\positive\P_Kepler-1029\P_Kepler-1029_Kepler_Quarter_07.npz,1
6205897,8,pre-processing\data\refined\positive\P_Kepler-1029\P_Kepler-1029_Kepler_Quarter_08.npz,1
6205897,9,pre-processing\data\refined\positive\P_Kepler-1029\P_Kepler-1029_Kepler_Quarter_09.npz,1
6205897,10,pre-processing\data\refined\positive\P_Kepler-1029\P_Kepler-1029_Kepler_Quarter_10.npz,1
6205897,11,pre-processing\data\refined\positive\P_Kepler-1029\P_Kepler-1029_Kepler_Quarter_11.npz,1
6205897,12,pre-processing\data\refined\positive\P_Kepler-1029\P_Kepler-1029_Kepler_Quarter_12.npz,1
6205897,13,pre-processing\data\refined\positive\P_Kepler-1029\P_Kepler-1029_Kepler_Quarter_13.npz,1
6205897,14,pre-processing\data\refined\positive\P_Kepler-1029\P_Kepler-1029_Kepler_Quarter_14.npz,1
6205897,15,pre-processing\data\refined\positive\P_Kepler-1029\P_Kepler-1029_Kepler_Quarter_15.npz,1
6205897,16,pre-processing\data\refined\positive\P_Kepler-1029\P_Kepler-1029_Kepler_Quarter_16.npz,1
6205897,17,pre-processing\data\refined\positive\P_Kepler-1029\P_Kepler-1029_Kepler_Quarter_17.npz,1
4914423,0,pre-processing\data\refined\positive\P_Kepler-103\P_Kepler-103_Kepler_Quarter_00.npz,1
4914423,1,pre-processing\data\refined\positive\P_Kepler-103\P_Kepler-103_Kepler_Quarter_01.npz,1
4914423,2,pre-processing\data\refined\positive\P_Kepler-103\P_Kepler-103_Kepler_Quarter_02.npz,1
4914423,3,pre-processing\data\refined\positive\P_Kepler-103\P_Kepler-103_Kepler_Quarter_03.npz,1
4914423,4,pre-processing\data\refined\positive\P_Kepler-103\P_Kepler-103_Kepler_Quarter_04.npz,1
4914423,5,pre-processing\data\refined\positive\P_Kepler-103\P_Kepler-103_Kepler_Quarter_05.npz,1
4914423,6,pre-processing\data\refined\positive\P_Kepler-103\P_Kepler-103_Kepler_Quarter_06.npz,1
4914423,7,pre-processing\data\refined\positive\P_Kepler-103\P_Kepler-103_Kepler_Quarter_07.npz,1
4914423,8,pre-processing\data\refined\positive\P_Kepler-103\P_Kepler-103_Kepler_Quarter_08.npz,1
4914423,9,pre-processing\data\refined\positive\P_Kepler-103\P_Kepler-103_Kepler_Quarter_09.npz,1
4914423,10,pre-processing\data\refined\positive\P_Kepler-103\P_Kepler-103_Kepler_Quarter_10.npz,1
4914423,11,pre-processing\data\refined\positive\P_Kepler-103\P_Kepler-103_Kepler_Quarter_11.npz,1
4914423,12,pre-processing\data\refined\positive\P_Kepler-103\P_Kepler-103_Kepler_Quarter_12.npz,1
4914423,13,pre-processing\data\refined\positive\P_Kepler-103\P_Kepler-103_Kepler_Quarter_13.npz,1
4914423,14,pre-processing\data\refined\positive\P_Kepler-103\P_Kepler-103_Kepler_Quarter_14.npz,1
4914423,15,pre-processing\data\refined\positive\P_Kepler-103\P_Kepler-103_Kepler_Quarter_15.npz,1
4914423,16,pre-processing\data\refined\positive\P_Kepler-103\P_Kepler-103_Kepler_Quarter_16.npz,1
4914423,17,pre-processing\data\refined\positive\P_Kepler-103\P_Kepler-103_Kepler_Quarter_17.npz,1
9347009,1,pre-processing\data\refined\positive\P_Kepler-1030\P_Kepler-1030_Kepler_Quarter_01.npz,1
9347009,2,pre-processing\data\refined\positive\P_Kepler-1030\P_Kepler-1030_Kepler_Quarter_02.npz,1
9347009,3,pre-processing\data\refined\positive\P_Kepler-1030\P_Kepler-1030_Kepler_Quarter_03.npz,1
9347009,4,pre-processing\data\refined\positive\P_Kepler-1030\P_Kepler-1030_Kepler_Quarter_04.npz,1
9347009,5,pre-processing\data\refined\positive\P_Kepler-1030\P_Kepler-1030_Kepler_Quarter_05.npz,1
9347009,6,pre-processing\data\refined\positive\P_Kepler-1030\P_Kepler-1030_Kepler_Quarter_06.npz,1
9347009,7,pre-processing\data\refined\positive\P_Kepler-1030\P_Kepler-1030_Kepler_Quarter_07.npz,1
9347009,8,pre-processing\data\refined\positive\P_Kepler-1030\P_Kepler-1030_Kepler_Quarter_08.npz,1
9347009,9,pre-processing\data\refined\positive\P_Kepler-1030\P_Kepler-1030_Kepler_Quarter_09.npz,1
9347009,10,pre-processing\data\refined\positive\P_Kepler-1030\P_Kepler-1030_Kepler_Quarter_10.npz,1
9347009,11,pre-processing\data\refined\positive\P_Kepler-1030\P_Kepler-1030_Kepler_Quarter_11.npz,1
9347009,12,pre-processing\data\refined\positive\P_Kepler-1030\P_Kepler-1030_Kepler_Quarter_12.npz,1
9347009,13,pre-processing\data\refined\positive\P_Kepler-1030\P_Kepler-1030_Kepler_Quarter_13.npz,1
9347009,14,pre-processing\data\refined\positive\P_Kepler-1030\P_Kepler-1030_Kepler_Quarter_14.npz,1
9347009,15,pre-processing\data\refined\positive\P_Kepler-1030\P_Kepler-1030_Kepler_Quarter_15.npz,1
9347009,16,pre-processing\data\refined\positive\P_Kepler-1030\P_Kepler-1030_Kepler_Quarter_16.npz,1
9347009,17,pre-processing\data\refined\positive\P_Kepler-1030\P_Kepler-1030_Kepler_Quarter_17.npz,1
11253711,1,pre-processing\data\refined\positive\P_Kepler-1031\P_Kepler-1031_Kepler_Quarter_01.npz,1
11253711,2,pre-processing\data\refined\positive\P_Kepler-1031\P_Kepler-1031_Kepler_Quarter_02.npz,1
11253711,3,pre-processing\data\refined\positive\P_Kepler-1031\P_Kepler-1031_Kepler_Quarter_03.npz,1
11253711,4,pre-processing\data\refined\positive\P_Kepler-1031\P_Kepler-1031_Kepler_Quarter_04.npz,1
11253711,5,pre-processing\data\refined\positive\P_Kepler-1031\P_Kepler-1031_Kepler_Quarter_05.npz,1
11253711,6,pre-processing\data\refined\positive\P_Kepler-1031\P_Kepler-1031_Kepler_Quarter_06.npz,1
11253711,7,pre-processing\data\refined\positive\P_Kepler-1031\P_Kepler-1031_Kepler_Quarter_07.npz,1
11253711,8,pre-processing\data\refined\positive\P_Kepler-1031\P_Kepler-1031_Kepler_Quarter_08.npz,1
11253711,9,pre-processing\data\refined\positive\P_Kepler-1031\P_Kepler-1031_Kepler_Quarter_09.npz,1
11253711,10,pre-processing\data\refined\positive\P_Kepler-1031\P_Kepler-1031_Kepler_Quarter_10.npz,1
11253711,11,pre-processing\data\refined\positive\P_Kepler-1031\P_Kepler-1031_Kepler_Quarter_11.npz,1
11253711,12,pre-processing\data\refined\positive\P_Kepler-1031\P_Kepler-1031_Kepler_Quarter_12.npz,1
11253711,13,pre-processing\data\refined\positive\P_Kepler-1031\P_Kepler-1031_Kepler_Quarter_13.npz,1
11253711,14,pre-processing\data\refined\positive\P_Kepler-1031\P_Kepler-1031_Kepler_Quarter_14.npz,1
11253711,15,pre-processing\data\refined\positive\P_Kepler-1031\P_Kepler-1031_Kepler_Quarter_15.npz,1
11253711,16,pre-processing\data\refined\positive\P_Kepler-1031\P_Kepler-1031_Kepler_Quarter_16.npz,1
11253711,17,pre-processing\data\refined\positive\P_Kepler-1031\P_Kepler-1031_Kepler_Quarter_17.npz,1
4917596,1,pre-processing\data\refined\positive\P_Kepler-1032\P_Kepler-1032_Kepler_Quarter_01.npz,1
4917596,2,pre-processing\data\refined\positive\P_Kepler-1032\P_Kepler-1032_Kepler_Quarter_02.npz,1
4917596,3,pre-processing\data\refined\positive\P_Kepler-1032\P_Kepler-1032_Kepler_Quarter_03.npz,1
4917596,4,pre-processing\data\refined\positive\P_Kepler-1032\P_Kepler-1032_Kepler_Quarter_04.npz,1
4917596,5,pre-processing\data\refined\positive\P_Kepler-1032\P_Kepler-1032_Kepler_Quarter_05.npz,1
4917596,6,pre-processing\data\refined\positive\P_Kepler-1032\P_Kepler-1032_Kepler_Quarter_06.npz,1
4917596,7,pre-processing\data\refined\positive\P_Kepler-1032\P_Kepler-1032_Kepler_Quarter_07.npz,1
4917596,8,pre-processing\data\refined\positive\P_Kepler-1032\P_Kepler-1032_Kepler_Quarter_08.npz,1
4917596,9,pre-processing\data\refined\positive\P_Kepler-1032\P_Kepler-1032_Kepler_Quarter_09.npz,1
4917596,10,pre-processing\data\refined\positive\P_Kepler-1032\P_Kepler-1032_Kepler_Quarter_10.npz,1
4917596,11,pre-processing\data\refined\positive\P_Kepler-1032\P_Kepler-1032_Kepler_Quarter_11.npz,1
4917596,12,pre-processing\data\refined\positive\P_Kepler-1032\P_Kepler-1032_Kepler_Quarter_12.npz,1
4917596,13,pre-processing\data\refined\positive\P_Kepler-1032\P_Kepler-1032_Kepler_Quarter_13.npz,1
4917596,14,pre-processing\data\refined\positive\P_Kepler-1032\P_Kepler-1032_Kepler_Quarter_14.npz,1
4917596,15,pre-processing\data\refined\positive\P_Kepler-1032\P_Kepler-1032_Kepler_Quarter_15.npz,1
4917596,16,pre-processing\data\refined\positive\P_Kepler-1032\P_Kepler-1032_Kepler_Quarter_16.npz,1
4917596,17,pre-processing\data\refined\positive\P_Kepler-1032\P_Kepler-1032_Kepler_Quarter_17.npz,1
8543100,2,pre-processing\data\refined\positive\P_Kepler-1033\P_Kepler-1033_Kepler_Quarter_02.npz,1
8543100,3,pre-processing\data\refined\positive\P_Kepler-1033\P_Kepler-1033_Kepler_Quarter_03.npz,1
8543100,4,pre-processing\data\refined\positive\P_Kepler-1033\P_Kepler-1033_Kepler_Quarter_04.npz,1
8543100,5,pre-processing\data\refined\positive\P_Kepler-1033\P_Kepler-1033_Kepler_Quarter_05.npz,1
8543100,6,pre-processing\data\refined\positive\P_Kepler-1033\P_Kepler-1033_Kepler_Quarter_06.npz,1
8543100,7,pre-processing\data\refined\positive\P_Kepler-1033\P_Kepler-1033_Kepler_Quarter_07.npz,1
8543100,8,pre-processing\data\refined\positive\P_Kepler-1033\P_Kepler-1033_Kepler_Quarter_08.npz,1
8543100,9,pre-processing\data\refined\positive\P_Kepler-1033\P_Kepler-1033_Kepler_Quarter_09.npz,1
8543100,10,pre-processing\data\refined\positive\P_Kepler-1033\P_Kepler-1033_Kepler_Quarter_10.npz,1
8543100,11,pre-processing\data\refined\positive\P_Kepler-1033\P_Kepler-1033_Kepler_Quarter_11.npz,1
8543100,12,pre-processing\data\refined\positive\P_Kepler-1033\P_Kepler-1033_Kepler_Quarter_12.npz,1
8543100,13,pre-processing\data\refined\positive\P_Kepler-1033\P_Kepler-1033_Kepler_Quarter_13.npz,1
8543100,14,pre-processing\data\refined\positive\P_Kepler-1033\P_Kepler-1033_Kepler_Quarter_14.npz,1
8543100,15,pre-processing\data\refined\positive\P_Kepler-1033\P_Kepler-1033_Kepler_Quarter_15.npz,1
8543100,16,pre-processing\data\refined\positive\P_Kepler-1033\P_Kepler-1033_Kepler_Quarter_16.npz,1
8543100,17,pre-processing\data\refined\positive\P_Kepler-1033\P_Kepler-1033_Kepler_Quarter_17.npz,1
2693736,1,pre-processing\data\refined\positive\P_Kepler-1034\P_Kepler-1034_Kepler_Quarter_01.npz,1
2693736,2,pre-processing\data\refined\positive\P_Kepler-1034\P_Kepler-1034_Kepler_Quarter_02.npz,1
2693736,3,pre-processing\data\refined\positive\P_Kepler-1034\P_Kepler-1034_Kepler_Quarter_03.npz,1
2693736,4,pre-processing\data\refined\positive\P_Kepler-1034\P_Kepler-1034_Kepler_Quarter_04.npz,1
2693736,5,pre-processing\data\refined\positive\P_Kepler-1034\P_Kepler-1034_Kepler_Quarter_05.npz,1
2693736,6,pre-processing\data\refined\positive\P_Kepler-1034\P_Kepler-1034_Kepler_Quarter_06.npz,1
2693736,7,pre-processing\data\refined\positive\P_Kepler-1034\P_Kepler-1034_Kepler_Quarter_07.npz,1
2693736,8,pre-processing\data\refined\positive\P_Kepler-1034\P_Kepler-1034_Kepler_Quarter_08.npz,1
2693736,9,pre-processing\data\refined\positive\P_Kepler-1034\P_Kepler-1034_Kepler_Quarter_09.npz,1
2693736,10,pre-processing\data\refined\positive\P_Kepler-1034\P_Kepler-1034_Kepler_Quarter_10.npz,1
2693736,11,pre-processing\data\refined\positive\P_Kepler-1034\P_Kepler-1034_Kepler_Quarter_11.npz,1
2693736,12,pre-processing\data\refined\positive\P_Kepler-1034\P_Kepler-1034_Kepler_Quarter_12.npz,1
2693736,13,pre-processing\data\refined\positive\P_Kepler-1034\P_Kepler-1034_Kepler_Quarter_13.npz,1
2693736,14,pre-processing\data\refined\positive\P_Kepler-1034\P_Kepler-1034_Kepler_Quarter_14.npz,1
2693736,15,pre-processing\data\refined\positive\P_Kepler-1034\P_Kepler-1034_Kepler_Quarter_15.npz,1
2693736,16,pre-processing\data\refined\positive\P_Kepler-1034\P_Kepler-1034_Kepler_Quarter_16.npz,1
2693736,17,pre-processing\data\refined\positive\P_Kepler-1034\P_Kepler-1034_Kepler_Quarter_17.npz,1
7273277,0,pre-processing\data\refined\positive\P_Kepler-1035\P_Kepler-1035_Kepler_Quarter_00.npz,1
7273277,1,pre-processing\data\refined\positive\P_Kepler-1035\P_Kepler-1035_Kepler_Quarter_01.npz,1
7273277,2,pre-processing\data\refined\positive\P_Kepler-1035\P_Kepler-1035_Kepler_Quarter_02.npz,1
7273277,3,pre-processing\data\refined\positive\P_Kepler-1035\P_Kepler-1035_Kepler_Quarter_03.npz,1
7273277,4,pre-processing\data\refined\positive\P_Kepler-1035\P_Kepler-1035_Kepler_Quarter_04.npz,1
7273277,5,pre-processing\data\refined\positive\P_Kepler-1035\P_Kepler-1035_Kepler_Quarter_05.npz,1
7273277,6,pre-processing\data\refined\positive\P_Kepler-1035\P_Kepler-1035_Kepler_Quarter_06.npz,1
7273277,7,pre-processing\data\refined\positive\P_Kepler-1035\P_Kepler-1035_Kepler_Quarter_07.npz,1
7273277,8,pre-processing\data\refined\positive\P_Kepler-1035\P_Kepler-1035_Kepler_Quarter_08.npz,1
7273277,9,pre-processing\data\refined\positive\P_Kepler-1035\P_Kepler-1035_Kepler_Quarter_09.npz,1
7273277,10,pre-processing\data\refined\positive\P_Kepler-1035\P_Kepler-1035_Kepler_Quarter_10.npz,1
7273277,11,pre-processing\data\refined\positive\P_Kepler-1035\P_Kepler-1035_Kepler_Quarter_11.npz,1
7273277,12,pre-processing\data\refined\positive\P_Kepler-1035\P_Kepler-1035_Kepler_Quarter_12.npz,1
7273277,13,pre-processing\data\refined\positive\P_Kepler-1035\P_Kepler-1035_Kepler_Quarter_13.npz,1
7273277,14,pre-processing\data\refined\positive\P_Kepler-1035\P_Kepler-1035_Kepler_Quarter_14.npz,1
7273277,15,pre-processing\data\refined\positive\P_Kepler-1035\P_Kepler-1035_Kepler_Quarter_15.npz,1
7273277,16,pre-processing\data\refined\positive\P_Kepler-1035\P_Kepler-1035_Kepler_Quarter_16.npz,1
7273277,17,pre-processing\data\refined\positive\P_Kepler-1035\P_Kepler-1035_Kepler_Quarter_17.npz,1
11769890,1,pre-processing\data\refined\positive\P_Kepler-1036\P_Kepler-1036_Kepler_Quarter_01.npz,1
11769890,2,pre-processing\data\refined\positive\P_Kepler-1036\P_Kepler-1036_Kepler_Quarter_02.npz,1
11769890,3,pre-processing\data\refined\positive\P_Kepler-1036\P_Kepler-1036_Kepler_Quarter_03.npz,1
11769890,4,pre-processing\data\refined\positive\P_Kepler-1036\P_Kepler-1036_Kepler_Quarter_04.npz,1
11769890,5,pre-processing\data\refined\positive\P_Kepler-1036\P_Kepler-1036_Kepler_Quarter_05.npz,1
11769890,6,pre-processing\data\refined\positive\P_Kepler-1036\P_Kepler-1036_Kepler_Quarter_06.npz,1
11769890,7,pre-processing\data\refined\positive\P_Kepler-1036\P_Kepler-1036_Kepler_Quarter_07.npz,1
11769890,8,pre-processing\data\refined\positive\P_Kepler-1036\P_Kepler-1036_Kepler_Quarter_08.npz,1
11769890,9,pre-processing\data\refined\positive\P_Kepler-1036\P_Kepler-1036_Kepler_Quarter_09.npz,1
11769890,10,pre-processing\data\refined\positive\P_Kepler-1036\P_Kepler-1036_Kepler_Quarter_10.npz,1
11769890,11,pre-processing\data\refined\positive\P_Kepler-1036\P_Kepler-1036_Kepler_Quarter_11.npz,1
11769890,12,pre-processing\data\refined\positive\P_Kepler-1036\P_Kepler-1036_Kepler_Quarter_12.npz,1
11769890,13,pre-processing\data\refined\positive\P_Kepler-1036\P_Kepler-1036_Kepler_Quarter_13.npz,1
11769890,14,pre-processing\data\refined\positive\P_Kepler-1036\P_Kepler-1036_Kepler_Quarter_14.npz,1
11769890,15,pre-processing\data\refined\positive\P_Kepler-1036\P_Kepler-1036_Kepler_Quarter_15.npz,1
11769890,16,pre-processing\data\refined\positive\P_Kepler-1036\P_Kepler-1036_Kepler_Quarter_16.npz,1
11769890,17,pre-processing\data\refined\positive\P_Kepler-1036\P_Kepler-1036_Kepler_Quarter_17.npz,1
10153849,1,pre-processing\data\refined\positive\P_Kepler-1037\P_Kepler-1037_Kepler_Quarter_01.npz,1
10153849,2,pre-processing\data\refined\positive\P_Kepler-1037\P_Kepler-1037_Kepler_Quarter_02.npz,1
10153849,3,pre-processing\data\refined\positive\P_Kepler-1037\P_Kepler-1037_Kepler_Quarter_03.npz,1
10153849,4,pre-processing\data\refined\positive\P_Kepler-1037\P_Kepler-1037_Kepler_Quarter_04.npz,1
10153849,5,pre-processing\data\refined\positive\P_Kepler-1037\P_Kepler-1037_Kepler_Quarter_05.npz,1
10153849,6,pre-processing\data\refined\positive\P_Kepler-1037\P_Kepler-1037_Kepler_Quarter_06.npz,1
10153849,8,pre-processing\data\refined\positive\P_Kepler-1037\P_Kepler-1037_Kepler_Quarter_08.npz,1
10153855,9,pre-processing\data\refined\positive\P_Kepler-1037\P_Kepler-1037_Kepler_Quarter_09.npz,1
10153849,10,pre-processing\data\refined\positive\P_Kepler-1037\P_Kepler-1037_Kepler_Quarter_10.npz,1
10153855,12,pre-processing\data\refined\positive\P_Kepler-1037\P_Kepler-1037_Kepler_Quarter_12.npz,1
10153855,13,pre-processing\data\refined\positive\P_Kepler-1037\P_Kepler-1037_Kepler_Quarter_13.npz,1
10153855,14,pre-processing\data\refined\positive\P_Kepler-1037\P_Kepler-1037_Kepler_Quarter_14.npz,1
10153855,16,pre-processing\data\refined\positive\P_Kepler-1037\P_Kepler-1037_Kepler_Quarter_16.npz,1
10153849,17,pre-processing\data\refined\positive\P_Kepler-1037\P_Kepler-1037_Kepler_Quarter_17.npz,1
8257205,1,pre-processing\data\refined\positive\P_Kepler-1038\P_Kepler-1038_Kepler_Quarter_01.npz,1
8257205,2,pre-processing\data\refined\positive\P_Kepler-1038\P_Kepler-1038_Kepler_Quarter_02.npz,1
8257205,3,pre-processing\data\refined\positive\P_Kepler-1038\P_Kepler-1038_Kepler_Quarter_03.npz,1
8257205,4,pre-processing\data\refined\positive\P_Kepler-1038\P_Kepler-1038_Kepler_Quarter_04.npz,1
8257205,5,pre-processing\data\refined\positive\P_Kepler-1038\P_Kepler-1038_Kepler_Quarter_05.npz,1
8257205,6,pre-processing\data\refined\positive\P_Kepler-1038\P_Kepler-1038_Kepler_Quarter_06.npz,1
8257205,7,pre-processing\data\refined\positive\P_Kepler-1038\P_Kepler-1038_Kepler_Quarter_07.npz,1
8257205,8,pre-processing\data\refined\positive\P_Kepler-1038\P_Kepler-1038_Kepler_Quarter_08.npz,1
8257205,9,pre-processing\data\refined\positive\P_Kepler-1038\P_Kepler-1038_Kepler_Quarter_09.npz,1
8257205,10,pre-processing\data\refined\positive\P_Kepler-1038\P_Kepler-1038_Kepler_Quarter_10.npz,1
8257205,11,pre-processing\data\refined\positive\P_Kepler-1038\P_Kepler-1038_Kepler_Quarter_11.npz,1
8257205,12,pre-processing\data\refined\positive\P_Kepler-1038\P_Kepler-1038_Kepler_Quarter_12.npz,1
8257205,13,pre-processing\data\refined\positive\P_Kepler-1038\P_Kepler-1038_Kepler_Quarter_13.npz,1
8257205,14,pre-processing\data\refined\positive\P_Kepler-1038\P_Kepler-1038_Kepler_Quarter_14.npz,1
8257205,15,pre-processing\data\refined\positive\P_Kepler-1038\P_Kepler-1038_Kepler_Quarter_15.npz,1
8257205,16,pre-processing\data\refined\positive\P_Kepler-1038\P_Kepler-1038_Kepler_Quarter_16.npz,1
8257205,17,pre-processing\data\refined\positive\P_Kepler-1038\P_Kepler-1038_Kepler_Quarter_17.npz,1
9044228,1,pre-processing\data\refined\positive\P_Kepler-1039\P_Kepler-1039_Kepler_Quarter_01.npz,1
9044228,2,pre-processing\data\refined\positive\P_Kepler-1039\P_Kepler-1039_Kepler_Quarter_02.npz,1
9044228,3,pre-processing\data\refined\positive\P_Kepler-1039\P_Kepler-1039_Kepler_Quarter_03.npz,1
9044228,4,pre-processing\data\refined\positive\P_Kepler-1039\P_Kepler-1039_Kepler_Quarter_04.npz,1
9044228,5,pre-processing\data\refined\positive\P_Kepler-1039\P_Kepler-1039_Kepler_Quarter_05.npz,1
9044228,6,pre-processing\data\refined\positive\P_Kepler-1039\P_Kepler-1039_Kepler_Quarter_06.npz,1
9044228,7,pre-processing\data\refined\positive\P_Kepler-1039\P_Kepler-1039_Kepler_Quarter_07.npz,1
9044228,8,pre-processing\data\refined\positive\P_Kepler-1039\P_Kepler-1039_Kepler_Quarter_08.npz,1
9044228,9,pre-processing\data\refined\positive\P_Kepler-1039\P_Kepler-1039_Kepler_Quarter_09.npz,1
9044228,10,pre-processing\data\refined\positive\P_Kepler-1039\P_Kepler-1039_Kepler_Quarter_10.npz,1
9044228,11,pre-processing\data\refined\positive\P_Kepler-1039\P_Kepler-1039_Kepler_Quarter_11.npz,1
9044228,12,pre-processing\data\refined\positive\P_Kepler-1039\P_Kepler-1039_Kepler_Quarter_12.npz,1
9044228,13,pre-processing\data\refined\positive\P_Kepler-1039\P_Kepler-1039_Kepler_Quarter_13.npz,1
9044228,14,pre-processing\data\refined\positive\P_Kepler-1039\P_Kepler-1039_Kepler_Quarter_14.npz,1
9044228,15,pre-processing\data\refined\positive\P_Kepler-1039\P_Kepler-1039_Kepler_Quarter_15.npz,1
9044228,16,pre-processing\data\refined\positive\P_Kepler-1039\P_Kepler-1039_Kepler_Quarter_16.npz,1
9044228,17,pre-processing\data\refined\positive\P_Kepler-1039\P_Kepler-1039_Kepler_Quarter_17.npz,1
6678383,0,pre-processing\data\refined\positive\P_Kepler-104\P_Kepler-104_Kepler_Quarter_00.npz,1
6678383,1,pre-processing\data\refined\positive\P_Kepler-104\P_Kepler-104_Kepler_Quarter_01.npz,1
6678383,2,pre-processing\data\refined\positive\P_Kepler-104\P_Kepler-104_Kepler_Quarter_02.npz,1
6678383,3,pre-processing\data\refined\positive\P_Kepler-104\P_Kepler-104_Kepler_Quarter_03.npz,1
6678383,4,pre-processing\data\refined\positive\P_Kepler-104\P_Kepler-104_Kepler_Quarter_04.npz,1
6678383,5,pre-processing\data\refined\positive\P_Kepler-104\P_Kepler-104_Kepler_Quarter_05.npz,1
6678383,6,pre-processing\data\refined\positive\P_Kepler-104\P_Kepler-104_Kepler_Quarter_06.npz,1
6678383,7,pre-processing\data\refined\positive\P_Kepler-104\P_Kepler-104_Kepler_Quarter_07.npz,1
6678383,8,pre-processing\data\refined\positive\P_Kepler-104\P_Kepler-104_Kepler_Quarter_08.npz,1
6678383,9,pre-processing\data\refined\positive\P_Kepler-104\P_Kepler-104_Kepler_Quarter_09.npz,1
6678383,10,pre-processing\data\refined\positive\P_Kepler-104\P_Kepler-104_Kepler_Quarter_10.npz,1
6678383,11,pre-processing\data\refined\positive\P_Kepler-104\P_Kepler-104_Kepler_Quarter_11.npz,1
6678383,12,pre-processing\data\refined\positive\P_Kepler-104\P_Kepler-104_Kepler_Quarter_12.npz,1
6678383,13,pre-processing\data\refined\positive\P_Kepler-104\P_Kepler-104_Kepler_Quarter_13.npz,1
6678383,14,pre-processing\data\refined\positive\P_Kepler-104\P_Kepler-104_Kepler_Quarter_14.npz,1
6678383,15,pre-processing\data\refined\positive\P_Kepler-104\P_Kepler-104_Kepler_Quarter_15.npz,1
6678383,16,pre-processing\data\refined\positive\P_Kepler-104\P_Kepler-104_Kepler_Quarter_16.npz,1
6678383,17,pre-processing\data\refined\positive\P_Kepler-104\P_Kepler-104_Kepler_Quarter_17.npz,1
10779233,0,pre-processing\data\refined\positive\P_Kepler-1040\P_Kepler-1040_Kepler_Quarter_00.npz,1
10779233,1,pre-processing\data\refined\positive\P_Kepler-1040\P_Kepler-1040_Kepler_Quarter_01.npz,1
10779233,2,pre-processing\data\refined\positive\P_Kepler-1040\P_Kepler-1040_Kepler_Quarter_02.npz,1
10779233,3,pre-processing\data\refined\positive\P_Kepler-1040\P_Kepler-1040_Kepler_Quarter_03.npz,1
10779233,4,pre-processing\data\refined\positive\P_Kepler-1040\P_Kepler-1040_Kepler_Quarter_04.npz,1
10779233,5,pre-processing\data\refined\positive\P_Kepler-1040\P_Kepler-1040_Kepler_Quarter_05.npz,1
10779233,6,pre-processing\data\refined\positive\P_Kepler-1040\P_Kepler-1040_Kepler_Quarter_06.npz,1
10779233,7,pre-processing\data\refined\positive\P_Kepler-1040\P_Kepler-1040_Kepler_Quarter_07.npz,1
10779233,8,pre-processing\data\refined\positive\P_Kepler-1040\P_Kepler-1040_Kepler_Quarter_08.npz,1
10779233,9,pre-processing\data\refined\positive\P_Kepler-1040\P_Kepler-1040_Kepler_Quarter_09.npz,1
10779233,10,pre-processing\data\refined\positive\P_Kepler-1040\P_Kepler-1040_Kepler_Quarter_10.npz,1
10779233,11,pre-processing\data\refined\positive\P_Kepler-1040\P_Kepler-1040_Kepler_Quarter_11.npz,1
10779233,12,pre-processing\data\refined\positive\P_Kepler-1040\P_Kepler-1040_Kepler_Quarter_12.npz,1
10779233,13,pre-processing\data\refined\positive\P_Kepler-1040\P_Kepler-1040_Kepler_Quarter_13.npz,1
10779233,14,pre-processing\data\refined\positive\P_Kepler-1040\P_Kepler-1040_Kepler_Quarter_14.npz,1
10779233,15,pre-processing\data\refined\positive\P_Kepler-1040\P_Kepler-1040_Kepler_Quarter_15.npz,1
10779233,16,pre-processing\data\refined\positive\P_Kepler-1040\P_Kepler-1040_Kepler_Quarter_16.npz,1
10779233,17,pre-processing\data\refined\positive\P_Kepler-1040\P_Kepler-1040_Kepler_Quarter_17.npz,1
11614617,1,pre-processing\data\refined\positive\P_Kepler-1041\P_Kepler-1041_Kepler_Quarter_01.npz,1
11614617,2,pre-processing\data\refined\positive\P_Kepler-1041\P_Kepler-1041_Kepler_Quarter_02.npz,1
11614617,3,pre-processing\data\refined\positive\P_Kepler-1041\P_Kepler-1041_Kepler_Quarter_03.npz,1
